"","V1"
"46579",4
"46581",6
"46582",4
"46583",2
"46584",6
"46585",2
"46586",2
"46587",7
"46588",2
"46589",10
"46590",1
"46591",4
"46592",6
"46593",4
"46594",4
"46595",3
"46596",7
"46598",2
"46599",5
"46600",2
"46601",9
"46602",5
"46603",4
"46605",6
"46606",10
"46607",8
"46609",5
"46610",4
"46611",8
"46612",7
"46613",5
"46614",1
"46615",8
"46616",2
"46617",9
"46618",7
"46619",4
"46620",1
"46621",8
"46622",9
"46623",9
"46627",2
"46630",2
"46631",7
"46632",7
"46633",5
"46634",10
"46635",1
"46636",7
"46637",1
"46638",5
"46639",7
"46640",8
"46641",9
"46642",5
"46643",4
"46644",1
"46645",5
"46646",5
"46647",9
"46648",3
"46649",1
"46650",4
"46651",4
"46652",3
"46653",7
"46654",5
"46655",8
"46656",4
"46657",7
"46658",10
"46659",7
"46660",4
"46662",1
"46663",4
"46664",3
"46665",10
"46666",3
"46668",4
"46670",5
"46671",1
"46672",4
"46673",5
"46676",5
"46677",7
"46678",1
"46681",7
"46682",3
"46683",8
"46685",4
"46686",2
"46687",3
"46688",6
"46690",2
"46691",4
"46692",9
"46693",8
"46694",9
"46695",4
"46696",10
"46699",8
"46701",7
"46702",7
"46703",6
"46704",9
"46705",8
"46706",4
"46708",8
"46709",3
"46710",10
"46711",4
"46713",8
"46714",2
"46715",4
"46716",10
"46717",4
"46718",4
"46719",10
"46720",2
"46721",3
"46722",4
"46723",10
"46724",2
"46725",1
"46726",2
"46727",3
"46728",2
"46729",9
"46731",2
"46732",6
"46733",7
"46734",5
"46735",1
"46736",2
"46737",8
"46738",3
"46739",2
"46740",7
"46741",6
"46742",5
"46743",7
"46745",1
"46746",4
"46747",10
"46749",3
"46750",3
"46751",1
"46752",10
"46754",7
"46755",7
"46756",4
"46757",7
"46759",2
"46760",8
"46761",9
"46762",2
"46763",6
"46764",2
"46765",4
"46766",4
"46767",8
"46768",9
"46769",3
"46770",8
"46771",7
"46772",4
"46773",4
"46774",7
"46775",7
"46776",8
"46777",7
"46778",2
"46779",6
"46780",1
"46781",8
"46782",2
"46783",5
"46784",3
"46785",3
"46788",2
"46791",7
"46792",1
"46793",6
"46795",10
"46796",7
"46797",2
"46798",7
"46799",2
"46800",2
"46801",8
"46802",5
"46803",3
"46804",8
"46805",1
"46806",9
"46807",9
"46808",3
"46809",10
"46810",5
"46811",5
"46812",6
"46813",2
"46814",8
"46815",4
"46816",3
"46817",10
"46819",4
"46820",8
"46821",4
"46822",4
"46823",4
"46824",3
"46825",6
"46826",1
"46827",5
"46828",8
"46830",4
"46831",1
"46832",5
"46833",4
"46834",9
"46835",10
"46836",4
"46840",2
"46841",2
"46842",2
"46843",5
"46844",10
"46847",4
"46848",2
"46849",8
"46850",5
"46851",5
"46852",4
"46853",2
"46854",8
"46855",7
"46856",2
"46857",3
"46858",4
"46859",8
"46860",8
"46861",2
"46863",10
"46864",3
"46865",9
"46866",7
"46867",7
"46868",9
"46870",4
"46871",10
"46873",9
"46874",3
"46875",5
"46876",3
"46877",9
"46878",3
"46879",3
"46880",9
"46883",9
"46884",5
"46885",3
"46886",4
"46887",4
"46888",4
"46889",5
"46890",10
"46893",8
"46894",3
"46896",7
"46897",6
"46899",4
"46900",3
"46902",4
"46905",8
"46908",9
"46909",10
"46911",2
"46913",7
"46915",8
"46916",8
"46918",2
"46921",6
"46922",10
"46923",10
"46924",10
"46925",9
"46926",4
"46927",9
"46928",1
"46929",9
"46931",9
"46933",2
"46934",7
"46935",10
"46936",3
"46937",10
"46938",9
"46939",7
"46940",4
"46941",9
"46943",3
"46944",10
"46946",2
"46948",2
"46949",6
"46950",1
"46952",8
"46953",8
"46954",7
"46956",7
"46958",5
"46959",6
"46960",8
"46963",7
"46967",7
"46968",9
"46969",7
"46970",5
"46972",4
"46973",10
"46974",1
"46975",7
"46976",4
"46977",8
"46978",2
"46979",3
"46981",2
"46982",2
"46983",10
"46984",2
"46985",10
"46986",1
"46987",10
"46988",7
"46989",4
"46990",4
"46991",4
"46992",2
"46993",5
"46994",1
"46995",1
"46996",2
"46997",5
"46999",1
"47000",1
"47001",5
"47002",5
"47003",1
"47004",2
"47005",5
"47006",3
"47007",4
"47008",10
"47009",7
"47010",4
"47011",9
"47012",7
"47013",3
"47014",3
"47016",2
"47017",9
"47019",7
"47020",10
"47021",2
"47022",3
"47025",10
"47026",9
"47027",10
"47028",6
"47029",8
"47030",9
"47031",2
"47033",3
"47034",10
"47035",9
"47036",3
"47037",1
"47038",6
"47039",4
"47040",7
"47041",3
"47042",1
"47043",1
"47044",3
"47045",10
"47046",6
"47047",7
"47048",2
"47049",6
"47050",2
"47051",1
"47052",4
"47053",2
"47054",1
"47055",10
"47056",1
"47057",5
"47058",7
"47059",2
"47061",5
"47062",1
"47063",3
"47064",6
"47065",8
"47066",6
"47067",6
"47069",3
"47070",4
"47071",8
"47072",2
"47073",9
"47074",3
"47076",4
"47078",3
"47079",8
"47080",9
"47081",4
"47082",8
"47083",8
"47084",1
"47085",7
"47086",5
"47087",4
"47088",3
"47089",1
"47090",9
"47091",9
"47092",7
"47093",8
"47094",4
"47096",4
"47097",10
"47098",4
"47099",7
"47100",5
"47101",2
"47102",3
"47103",10
"47104",10
"47105",4
"47106",4
"47107",4
"47108",7
"47110",7
"47111",3
"47112",10
"47113",3
"47114",3
"47115",1
"47116",3
"47117",3
"47118",10
"47119",10
"47120",7
"47121",9
"47123",3
"47125",3
"47126",4
"47128",8
"47129",3
"47130",4
"47131",9
"47132",10
"47133",8
"47134",4
"47135",9
"47136",3
"47138",3
"47139",8
"47140",4
"47141",2
"47142",4
"47143",10
"47144",8
"47145",6
"47147",4
"47148",5
"47150",10
"47151",3
"47154",10
"47155",4
"47156",10
"47158",10
"47159",2
"47160",3
"47161",4
"47162",7
"47163",7
"47164",5
"47166",5
"47168",6
"47169",9
"47170",10
"47172",7
"47173",3
"47176",8
"47177",9
"47180",8
"47182",1
"47183",2
"47185",7
"47186",2
"47187",7
"47191",10
"47192",7
"47194",5
"47196",10
"47198",7
"47199",10
"47200",10
"47201",10
"47202",2
"47203",8
"47204",4
"47208",4
"47210",4
"47211",2
"47212",3
"47213",8
"47214",8
"47215",4
"47216",7
"47217",5
"47218",10
"47219",9
"47220",6
"47221",9
"47222",2
"47223",4
"47225",5
"47226",5
"47227",3
"47228",1
"47229",8
"47230",4
"47231",10
"47232",8
"47233",7
"47234",7
"47235",1
"47236",6
"47237",2
"47238",3
"47240",8
"47241",1
"47242",4
"47243",5
"47244",2
"47245",1
"47246",5
"47247",3
"47248",5
"47249",2
"47251",4
"47253",6
"47254",6
"47255",7
"47258",7
"47259",8
"47260",5
"47263",2
"47265",4
"47267",7
"47268",3
"47269",5
"47270",10
"47271",7
"47274",2
"47275",3
"47276",6
"47277",10
"47278",6
"47279",7
"47280",4
"47281",2
"47283",3
"47284",4
"47285",7
"47286",4
"47287",7
"47288",6
"47289",9
"47290",10
"47291",1
"47292",3
"47293",1
"47294",7
"47295",4
"47296",4
"47297",4
"47298",1
"47299",3
"47300",8
"47301",4
"47302",2
"47304",3
"47306",9
"47307",5
"47308",2
"47309",2
"47310",4
"47311",4
"47312",2
"47313",8
"47314",2
"47317",2
"47318",2
"47319",3
"47320",5
"47321",6
"47322",8
"47324",3
"47325",4
"47326",4
"47327",7
"47328",8
"47329",4
"47330",8
"47332",8
"47333",3
"47335",8
"47336",7
"47338",8
"47339",4
"47340",7
"47342",5
"47343",8
"47344",2
"47345",7
"47346",7
"47347",6
"47348",2
"47349",4
"47350",7
"47351",2
"47352",3
"47353",5
"47354",2
"47355",10
"47356",4
"47358",6
"47360",6
"47362",5
"47363",2
"47365",10
"47366",2
"47367",5
"47368",2
"47370",2
"47371",2
"47373",2
"47375",2
"47376",8
"47377",2
"47378",2
"47379",5
"47380",4
"47381",3
"47382",7
"47383",7
"47384",5
"47385",7
"47389",7
"47390",10
"47391",7
"47392",7
"47393",10
"47395",1
"47396",2
"47398",3
"47399",2
"47400",8
"47401",9
"47402",2
"47403",3
"47404",7
"47405",2
"47406",8
"47407",7
"47408",5
"47409",2
"47410",7
"47411",3
"47413",1
"47414",6
"47415",3
"47416",9
"47418",3
"47419",9
"47420",2
"47421",8
"47423",9
"47424",9
"47425",3
"47426",6
"47427",5
"47428",9
"47429",9
"47430",6
"47432",5
"47433",7
"47434",10
"47435",4
"47436",4
"47437",5
"47438",1
"47439",9
"47440",1
"47441",1
"47442",1
"47443",2
"47444",5
"47445",1
"47446",1
"47447",6
"47448",3
"47449",5
"47450",8
"47451",5
"47452",4
"47453",3
"47454",1
"47455",3
"47456",2
"47457",3
"47458",9
"47459",9
"47460",6
"47462",8
"47464",3
"47465",2
"47466",1
"47467",2
"47469",9
"47470",1
"47472",1
"47473",3
"47474",4
"47475",5
"47478",7
"47479",5
"47480",4
"47481",4
"47482",9
"47483",9
"47484",5
"47485",4
"47486",2
"47487",7
"47488",5
"47489",4
"47491",6
"47492",10
"47493",5
"47494",6
"47495",4
"47496",10
"47499",1
"47501",7
"47502",8
"47503",3
"47505",2
"47506",2
"47508",4
"47509",6
"47511",9
"47513",4
"47514",2
"47515",7
"47516",4
"47517",4
"47518",3
"47520",4
"47522",4
"47523",4
"47525",10
"47526",4
"47527",2
"47528",4
"47529",4
"47530",2
"47531",4
"47534",4
"47535",2
"47537",2
"47538",2
"47539",4
"47541",4
"47542",5
"47543",4
"47544",7
"47545",5
"47546",1
"47547",10
"47548",8
"47550",8
"47551",4
"47552",7
"47553",1
"47554",7
"47555",4
"47556",4
"47557",7
"47558",1
"47559",4
"47561",4
"47562",6
"47564",2
"47566",1
"47567",4
"47568",1
"47570",2
"47571",2
"47574",4
"47575",9
"47576",1
"47577",2
"47578",2
"47581",10
"47582",2
"47583",9
"47584",2
"47586",9
"47587",10
"47590",10
"47591",4
"47592",3
"47594",3
"47597",6
"47598",8
"47601",4
"47602",10
"47603",4
"47604",1
"47607",4
"47609",10
"47610",4
"47612",2
"47613",5
"47614",5
"47615",5
"47616",2
"47617",6
"47618",2
"47619",5
"47621",2
"47622",2
"47623",2
"47624",1
"47626",2
"47627",5
"47628",5
"47629",9
"47630",5
"47631",3
"47632",6
"47633",2
"47634",5
"47636",3
"47637",2
"47638",2
"47639",5
"47640",2
"47641",6
"47642",6
"47643",5
"47644",4
"47645",1
"47646",8
"47647",3
"47648",3
"47649",2
"47650",3
"47651",3
"47652",2
"47653",2
"47654",8
"47655",4
"47656",4
"47657",2
"47658",2
"47659",3
"47660",7
"47661",8
"47662",6
"47663",10
"47664",7
"47666",1
"47667",7
"47668",8
"47669",4
"47670",10
"47671",4
"47672",5
"47673",3
"47674",6
"47675",10
"47676",3
"47677",9
"47678",10
"47679",9
"47682",5
"47683",4
"47684",10
"47685",5
"47686",10
"47687",4
"47688",9
"47690",10
"47691",4
"47692",5
"47693",10
"47694",2
"47695",2
"47697",6
"47698",8
"47699",10
"47701",10
"47702",3
"47703",10
"47704",10
"47705",8
"47706",10
"47709",2
"47711",8
"47712",8
"47713",3
"47714",8
"47715",2
"47716",1
"47717",3
"47718",6
"47719",9
"47720",6
"47721",6
"47722",9
"47723",1
"47724",7
"47725",3
"47726",6
"47727",5
"47728",5
"47729",2
"47730",1
"47731",4
"47732",9
"47733",1
"47734",1
"47735",1
"47736",6
"47737",7
"47738",1
"47739",6
"47740",4
"47741",4
"47742",1
"47743",1
"47744",1
"47745",7
"47746",1
"47747",7
"47748",2
"47749",3
"47750",5
"47751",4
"47752",10
"47753",6
"47754",2
"47755",1
"47756",1
"47757",1
"47758",3
"47759",6
"47760",5
"47761",1
"47762",9
"47763",1
"47764",8
"47765",2
"47766",4
"47767",6
"47768",1
"47769",7
"47770",1
"47771",3
"47772",2
"47773",2
"47774",4
"47775",2
"47776",8
"47777",5
"47778",3
"47779",4
"47780",5
"47781",6
"47782",2
"47783",2
"47784",10
"47785",2
"47786",4
"47787",9
"47788",9
"47789",2
"47790",4
"47791",7
"47792",4
"47793",4
"47794",1
"47795",1
"47796",5
"47797",5
"47798",5
"47799",1
"47800",1
"47801",1
"47802",2
"47803",1
"47804",9
"47805",2
"47806",1
"47807",2
"47808",1
"47809",1
"47810",1
"47811",1
"47812",1
"47813",9
"47814",1
"47816",1
"47817",2
"47818",2
"47819",1
"47820",3
"47821",1
"47822",3
"47823",3
"47824",3
"47826",5
"47827",3
"47828",3
"47829",3
"47830",5
"47831",2
"47832",5
"47833",2
"47836",5
"47837",2
"47838",3
"47839",7
"47840",3
"47841",7
"47842",10
"47844",2
"47845",5
"47846",8
"47847",5
"47848",7
"47849",3
"47850",2
"47851",2
"47852",4
"47853",1
"47854",1
"47855",6
"47856",1
"47857",2
"47858",1
"47859",6
"47860",1
"47861",1
"47862",1
"47863",1
"47864",3
"47865",2
"47866",1
"47867",3
"47868",1
"47869",1
"47870",9
"47871",1
"47872",1
"47873",1
"47874",1
"47875",1
"47876",1
"47877",6
"47878",7
"47879",3
"47880",6
"47881",6
"47883",6
"47884",3
"47885",3
"47886",1
"47887",6
"47889",10
"47890",4
"47891",8
"47892",3
"47893",2
"47894",4
"47895",4
"47896",7
"47897",10
"47898",10
"47899",8
"47900",8
"47901",7
"47902",9
"47904",6
"47905",7
"47908",7
"47909",4
"47910",2
"47912",9
"47913",2
"47914",5
"47916",7
"47917",2
"47918",4
"47919",1
"47920",2
"47921",9
"47922",2
"47923",6
"47924",4
"47925",7
"47926",4
"47927",6
"47928",7
"47929",6
"47930",6
"47931",1
"47932",2
"47934",3
"47935",1
"47936",10
"47937",2
"47938",6
"47939",6
"47940",1
"47941",6
"47942",6
"47943",6
"47944",6
"47945",6
"47946",5
"47947",10
"47948",4
"47949",8
"47950",10
"47951",6
"47952",3
"47953",5
"47954",7
"47955",4
"47956",10
"47957",5
"47959",4
"47960",8
"47961",5
"47962",4
"47964",8
"47965",6
"47966",10
"47967",2
"47969",10
"47970",7
"47971",2
"47972",10
"47973",3
"47974",4
"47976",7
"47977",2
"47978",1
"47979",10
"47980",1
"47981",4
"47982",2
"47983",1
"47984",10
"47985",4
"47986",3
"47987",6
"47988",10
"47989",4
"47991",6
"47992",8
"47993",4
"47994",3
"47995",10
"47996",4
"47997",3
"47999",4
"48000",9
"48001",10
"48002",3
"48004",4
"48005",7
"48006",4
"48007",3
"48009",3
"48010",5
"48011",1
"48012",9
"48013",1
"48014",3
"48015",5
"48016",1
"48017",9
"48018",1
"48019",1
"48020",1
"48021",6
"48022",3
"48023",9
"48024",2
"48025",5
"48026",1
"48027",6
"48028",3
"48029",2
"48030",9
"48031",1
"48032",1
"48033",6
"48034",2
"48035",7
"48036",4
"48037",6
"48038",9
"48039",7
"48040",6
"48041",8
"48042",6
"48043",10
"48044",7
"48045",6
"48046",6
"48047",1
"48048",2
"48049",4
"48050",3
"48051",3
"48052",8
"48053",2
"48054",6
"48055",6
"48057",5
"48058",8
"48059",5
"48060",9
"48061",10
"48062",2
"48063",2
"48064",6
"48065",1
"48066",3
"48067",2
"48068",1
"48069",4
"48070",3
"48071",3
"48073",10
"48074",6
"48075",6
"48076",4
"48077",5
"48078",4
"48079",1
"48080",6
"48083",4
"48084",4
"48085",8
"48087",4
"48088",8
"48091",7
"48092",7
"48093",8
"48094",7
"48095",4
"48096",8
"48097",8
"48100",8
"48102",1
"48103",6
"48104",10
"48105",8
"48106",2
"48107",3
"48108",2
"48109",7
"48110",10
"48111",2
"48112",3
"48113",2
"48114",6
"48115",2
"48116",3
"48117",2
"48118",1
"48119",9
"48121",10
"48122",9
"48123",4
"48124",10
"48125",1
"48126",2
"48127",2
"48128",10
"48129",3
"48130",6
"48131",2
"48132",3
"48133",2
"48134",1
"48135",6
"48136",4
"48137",2
"48138",2
"48139",10
"48140",5
"48141",2
"48142",10
"48143",2
"48144",2
"48145",8
"48146",5
"48147",10
"48148",1
"48149",2
"48150",9
"48151",8
"48152",2
"48153",8
"48154",2
"48157",4
"48158",2
"48159",5
"48160",2
"48161",2
"48162",3
"48163",6
"48164",5
"48165",2
"48167",2
"48169",2
"48170",7
"48171",3
"48172",2
"48173",1
"48174",1
"48175",3
"48176",8
"48177",1
"48178",1
"48179",6
"48180",1
"48181",1
"48183",9
"48184",8
"48185",3
"48186",3
"48187",10
"48188",8
"48189",1
"48190",1
"48193",1
"48194",1
"48195",2
"48196",2
"48197",7
"48198",10
"48199",9
"48200",8
"48201",3
"48202",9
"48203",4
"48204",3
"48205",9
"48206",8
"48207",8
"48208",4
"48209",4
"48210",9
"48211",2
"48212",4
"48213",1
"48214",2
"48216",6
"48217",8
"48219",2
"48221",4
"48222",3
"48223",4
"48225",2
"48226",6
"48227",5
"48228",4
"48229",10
"48231",10
"48232",7
"48234",4
"48235",10
"48236",3
"48237",4
"48238",3
"48239",10
"48242",8
"48243",10
"48244",6
"48246",9
"48248",10
"48249",6
"48250",2
"48251",5
"48252",6
"48253",6
"48254",10
"48255",2
"48256",10
"48257",2
"48258",7
"48259",1
"48260",4
"48261",2
"48264",2
"48265",3
"48266",1
"48267",10
"48268",3
"48269",4
"48271",3
"48272",5
"48273",4
"48274",10
"48275",1
"48276",10
"48277",2
"48278",2
"48279",6
"48280",2
"48281",5
"48282",6
"48285",7
"48286",6
"48287",7
"48288",8
"48289",2
"48290",7
"48291",5
"48293",2
"48294",5
"48295",4
"48296",7
"48297",10
"48298",3
"48299",8
"48300",3
"48301",10
"48302",10
"48303",8
"48304",3
"48305",5
"48307",10
"48308",3
"48309",7
"48310",7
"48311",5
"48312",10
"48313",3
"48314",6
"48315",5
"48316",7
"48317",3
"48319",5
"48320",10
"48321",9
"48322",7
"48323",9
"48324",9
"48325",6
"48326",9
"48327",9
"48328",10
"48329",9
"48331",7
"48332",9
"48333",8
"48334",9
"48335",4
"48336",8
"48337",4
"48338",7
"48339",8
"48340",6
"48341",3
"48343",2
"48344",9
"48345",9
"48347",9
"48349",10
"48350",9
"48351",1
"48352",1
"48353",1
"48354",1
"48355",1
"48356",7
"48357",1
"48358",7
"48359",1
"48360",3
"48362",9
"48363",10
"48364",5
"48366",4
"48367",10
"48368",8
"48369",8
"48370",5
"48372",1
"48373",9
"48374",7
"48375",7
"48376",7
"48377",3
"48378",9
"48380",1
"48381",3
"48382",1
"48384",4
"48385",8
"48386",5
"48387",10
"48389",10
"48390",5
"48391",2
"48392",10
"48393",9
"48394",3
"48395",3
"48397",3
"48398",3
"48399",5
"48400",2
"48401",8
"48402",4
"48403",8
"48404",5
"48405",4
"48406",2
"48407",8
"48408",10
"48409",5
"48410",3
"48411",9
"48413",3
"48414",3
"48415",8
"48416",5
"48419",3
"48420",8
"48421",4
"48422",4
"48423",8
"48424",9
"48425",4
"48426",1
"48427",6
"48428",4
"48429",8
"48430",5
"48431",10
"48432",5
"48433",5
"48434",3
"48435",3
"48436",4
"48437",4
"48438",3
"48439",5
"48441",3
"48442",3
"48443",3
"48444",7
"48445",2
"48446",8
"48447",3
"48448",7
"48449",7
"48450",9
"48451",10
"48453",2
"48454",3
"48456",9
"48457",2
"48459",3
"48460",2
"48461",9
"48463",2
"48464",5
"48465",3
"48466",10
"48467",8
"48468",4
"48470",4
"48471",5
"48472",7
"48473",2
"48474",6
"48475",5
"48477",8
"48478",4
"48479",6
"48480",4
"48481",10
"48482",1
"48483",2
"48484",1
"48485",1
"48486",3
"48487",4
"48488",1
"48489",5
"48491",10
"48492",1
"48493",1
"48494",4
"48495",6
"48496",2
"48497",10
"48498",4
"48499",10
"48500",1
"48501",4
"48502",1
"48503",10
"48504",9
"48507",6
"48508",2
"48509",1
"48510",4
"48512",1
"48513",8
"48514",1
"48515",1
"48516",3
"48518",3
"48519",1
"48520",4
"48521",1
"48523",10
"48524",2
"48526",4
"48529",6
"48530",9
"48531",7
"48532",2
"48534",7
"48536",7
"48537",2
"48538",10
"48540",3
"48541",5
"48542",9
"48543",1
"48544",2
"48545",10
"48546",2
"48547",3
"48549",7
"48552",3
"48554",2
"48555",4
"48556",10
"48557",8
"48558",8
"48559",10
"48562",2
"48563",3
"48564",7
"48565",8
"48567",2
"48568",7
"48569",5
"48570",8
"48571",2
"48572",1
"48573",4
"48574",7
"48575",8
"48576",7
"48577",8
"48578",10
"48579",8
"48580",4
"48581",5
"48582",2
"48583",1
"48584",1
"48585",2
"48586",9
"48587",8
"48588",7
"48590",3
"48591",8
"48592",2
"48593",7
"48594",2
"48596",3
"48597",10
"48598",1
"48599",9
"48600",6
"48601",9
"48602",10
"48603",10
"48604",9
"48605",2
"48606",10
"48607",9
"48608",4
"48609",10
"48610",5
"48611",6
"48612",9
"48613",8
"48614",10
"48615",10
"48616",8
"48617",4
"48619",4
"48620",9
"48621",6
"48622",9
"48623",7
"48624",1
"48625",2
"48626",1
"48627",1
"48628",1
"48629",1
"48630",1
"48631",1
"48632",1
"48633",1
"48634",1
"48635",1
"48636",1
"48637",2
"48638",2
"48639",10
"48640",2
"48641",2
"48642",10
"48643",2
"48644",2
"48645",6
"48646",2
"48647",6
"48648",4
"48649",2
"48650",10
"48651",2
"48652",7
"48653",3
"48654",10
"48655",10
"48656",1
"48657",1
"48658",1
"48659",4
"48660",3
"48661",1
"48662",1
"48663",3
"48664",9
"48665",2
"48666",1
"48667",3
"48668",8
"48669",6
"48670",10
"48671",10
"48672",9
"48673",6
"48674",5
"48675",7
"48676",3
"48677",2
"48678",6
"48679",8
"48680",8
"48681",7
"48682",1
"48683",2
"48684",1
"48685",10
"48686",8
"48687",8
"48689",8
"48690",10
"48691",4
"48692",5
"48693",7
"48694",5
"48695",7
"48696",4
"48699",5
"48700",8
"48701",1
"48702",7
"48703",10
"48704",7
"48706",7
"48708",10
"48709",6
"48710",5
"48711",4
"48712",7
"48713",3
"48714",5
"48715",6
"48716",1
"48717",1
"48719",9
"48720",3
"48721",1
"48722",3
"48723",5
"48724",3
"48725",6
"48726",3
"48727",4
"48728",8
"48729",3
"48730",7
"48732",8
"48733",4
"48734",10
"48735",10
"48736",10
"48737",4
"48738",2
"48739",4
"48740",10
"48741",10
"48742",4
"48743",4
"48744",4
"48745",3
"48746",3
"48747",10
"48749",6
"48751",8
"48752",6
"48753",6
"48755",4
"48756",5
"48757",6
"48758",6
"48759",7
"48760",5
"48761",6
"48762",6
"48763",1
"48764",5
"48765",2
"48766",6
"48767",6
"48768",2
"48769",7
"48770",1
"48771",2
"48772",7
"48773",6
"48774",2
"48775",10
"48776",5
"48777",10
"48778",6
"48779",6
"48780",2
"48781",6
"48782",7
"48783",2
"48784",9
"48786",8
"48787",6
"48788",9
"48789",6
"48790",4
"48791",7
"48792",8
"48794",6
"48795",2
"48796",7
"48797",9
"48798",4
"48799",7
"48800",3
"48802",4
"48803",1
"48804",4
"48805",3
"48806",4
"48807",8
"48808",4
"48810",3
"48812",4
"48813",8
"48814",3
"48816",4
"48818",7
"48819",3
"48820",8
"48821",4
"48822",5
"48823",8
"48824",10
"48825",3
"48827",3
"48829",5
"48830",3
"48832",5
"48833",8
"48834",10
"48836",7
"48837",9
"48838",4
"48839",5
"48840",5
"48841",6
"48843",5
"48844",4
"48845",5
"48846",7
"48847",5
"48848",5
"48850",10
"48851",3
"48852",1
"48853",7
"48854",1
"48855",2
"48856",1
"48857",6
"48858",8
"48859",5
"48860",1
"48861",8
"48862",1
"48863",10
"48865",1
"48867",2
"48868",1
"48869",1
"48870",1
"48871",6
"48872",1
"48873",1
"48874",5
"48875",1
"48876",1
"48877",1
"48878",1
"48879",1
"48880",9
"48881",9
"48882",1
"48883",1
"48884",6
"48885",6
"48886",3
"48887",1
"48888",6
"48889",1
"48890",1
"48891",6
"48892",1
"48893",6
"48894",1
"48895",5
"48896",1
"48897",1
"48898",2
"48899",6
"48900",7
"48901",1
"48902",9
"48904",7
"48906",5
"48907",9
"48909",3
"48912",7
"48913",10
"48914",9
"48915",5
"48916",4
"48917",4
"48918",9
"48920",3
"48921",3
"48922",3
"48923",10
"48924",10
"48925",6
"48926",9
"48927",6
"48928",10
"48929",4
"48930",3
"48931",4
"48932",9
"48933",7
"48934",2
"48935",7
"48936",6
"48938",8
"48939",2
"48940",8
"48941",2
"48942",5
"48943",8
"48944",2
"48945",7
"48946",8
"48947",3
"48948",8
"48950",7
"48951",2
"48953",2
"48954",7
"48955",10
"48956",2
"48957",10
"48958",7
"48959",4
"48960",1
"48961",7
"48962",4
"48963",7
"48964",1
"48966",10
"48967",6
"48968",1
"48969",10
"48970",6
"48971",1
"48972",1
"48973",3
"48974",6
"48975",8
"48976",9
"48977",8
"48978",1
"48979",1
"48980",4
"48981",1
"48982",1
"48983",10
"48984",1
"48985",1
"48986",1
"48987",6
"48988",7
"48989",5
"48990",7
"48991",4
"48992",1
"48993",3
"48994",6
"48995",7
"48996",7
"48997",7
"48998",10
"49000",6
"49001",5
"49002",8
"49003",3
"49004",3
"49005",3
"49006",2
"49007",9
"49008",8
"49009",1
"49010",3
"49011",1
"49012",3
"49013",3
"49015",7
"49016",10
"49017",8
"49018",1
"49019",1
"49020",1
"49021",9
"49022",5
"49023",2
"49024",5
"49025",4
"49026",7
"49027",6
"49028",2
"49029",1
"49030",2
"49032",4
"49033",2
"49034",4
"49035",10
"49036",5
"49038",3
"49040",5
"49041",2
"49042",8
"49043",5
"49044",1
"49045",2
"49046",2
"49047",8
"49049",9
"49050",3
"49052",8
"49053",3
"49054",4
"49056",3
"49059",3
"49060",7
"49062",7
"49064",4
"49065",7
"49066",7
"49067",7
"49068",8
"49073",1
"49074",5
"49075",2
"49076",8
"49077",2
"49078",7
"49079",5
"49080",4
"49081",8
"49082",9
"49083",4
"49085",4
"49086",7
"49087",9
"49088",1
"49089",3
"49090",6
"49091",7
"49092",5
"49093",6
"49094",5
"49095",2
"49097",5
"49098",3
"49099",10
"49100",3
"49101",3
"49102",6
"49103",1
"49104",6
"49105",3
"49106",2
"49107",7
"49108",7
"49110",1
"49112",1
"49113",2
"49114",8
"49115",3
"49116",4
"49117",7
"49118",10
"49119",2
"49120",9
"49121",4
"49123",4
"49124",4
"49125",10
"49126",3
"49127",4
"49129",9
"49130",10
"49132",6
"49133",4
"49135",10
"49136",2
"49137",3
"49138",2
"49139",4
"49140",8
"49142",8
"49143",3
"49144",6
"49145",8
"49148",3
"49149",8
"49151",4
"49152",7
"49154",3
"49155",4
"49158",5
"49162",2
"49163",7
"49164",4
"49165",8
"49166",9
"49167",2
"49169",3
"49171",10
"49172",3
"49173",8
"49174",4
"49175",7
"49176",2
"49177",10
"49178",2
"49179",3
"49180",7
"49181",8
"49182",4
"49183",10
"49184",4
"49185",2
"49187",10
"49189",5
"49190",8
"49192",7
"49193",8
"49196",2
"49197",3
"49198",3
"49199",4
"49200",4
"49202",10
"49203",4
"49204",7
"49205",3
"49206",8
"49207",7
"49208",5
"49210",4
"49211",5
"49212",7
"49213",8
"49215",10
"49216",8
"49217",7
"49219",7
"49220",3
"49221",1
"49222",4
"49223",7
"49224",3
"49225",2
"49227",2
"49228",10
"49231",4
"49232",6
"49233",5
"49234",3
"49236",4
"49238",4
"49239",2
"49240",8
"49242",4
"49243",1
"49244",2
"49245",5
"49246",4
"49247",10
"49249",8
"49250",2
"49251",7
"49252",7
"49253",1
"49254",1
"49255",1
"49256",5
"49257",8
"49258",10
"49259",1
"49261",6
"49262",6
"49263",5
"49264",1
"49265",10
"49267",5
"49268",1
"49269",7
"49270",1
"49271",8
"49272",9
"49273",6
"49275",5
"49276",10
"49277",4
"49278",6
"49279",8
"49280",6
"49281",1
"49282",7
"49283",9
"49284",3
"49285",1
"49286",1
"49287",7
"49288",4
"49289",7
"49290",2
"49291",7
"49292",2
"49294",4
"49295",3
"49296",7
"49297",4
"49298",5
"49299",4
"49300",3
"49301",5
"49302",6
"49303",7
"49305",4
"49306",4
"49307",5
"49308",10
"49309",4
